Gene,Pathogenic,Likely pathogenic,VUS,Likely benign,Benign,GTR_tests,Disease,B_cell,HAP1,Known_complex,ComplexName,GFP_tagged,GFP_score,meltPoint,Stable,Secreted
KLHDC7A,0,0,0,0,3,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KLHDC8B,1,0,0,0,0,5,Hodgkin lymphoma,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KLHL10,1,0,1,0,2,15,Spermatogenic failure 11,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KLHL15,0,1,4,5,2,17,"Mental retardation, X-linked 103",non-essential,non-essential,No,NA,No,NA,NA,NA,No
KLHL21,0,0,1,0,0,3,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KLHL23,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KLHL24,6,0,1,0,0,14,"Epidermolysis bullosa simplex, generalized, with scarring and hair loss",non-essential,non-essential,No,NA,No,NA,NA,NA,No
KLHL38,0,0,0,0,3,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KLHL40,6,7,76,44,18,56,Nemaline myopathy 8,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KLLN,0,0,4,1,0,12,Cowden syndrome 4,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KLRB1,0,0,0,1,0,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KLRC2,0,0,0,0,4,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KLRC3,0,0,0,0,4,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KMT2E,0,6,7,3,0,6,O'DONNELL-LURIA-RODAN SYNDROME,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KMT5A,0,0,1,0,0,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KMT5B,2,6,7,0,3,13,"Intellectual disability, autosomal dominant 51",non-essential,non-essential,No,NA,No,NA,NA,NA,No
KMT5C,0,0,0,0,3,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KNDC1,0,0,2,1,4,4,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KNL1,1,3,121,45,19,37,Primary autosomal recessive microcephaly 4,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KPNA7,0,0,54,43,7,6,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KRBA1,0,0,2,0,0,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KREMEN2,0,0,1,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KRT39,0,0,1,0,0,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KRT4,1,0,24,18,39,11,White sponge nevus 1,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KRT82,0,0,1,0,0,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KRTAP10-1,0,0,0,1,0,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KRTAP10-10,0,0,0,1,3,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KRTAP10-3,0,0,1,0,0,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KRTAP10-4,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KRTAP10-6,0,0,0,1,0,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KRTAP10-7,0,0,0,1,0,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KRTAP4-8,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KRTAP5-5,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KRTAP6-3,0,0,0,0,1,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KRTAP9-2,0,0,1,0,0,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
KY,1,0,0,15,4,16,"Myopathy, myofibrillar, 7",non-essential,non-essential,No,NA,No,NA,NA,NA,No
KYAT1,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
L3MBTL1,0,0,0,1,1,2,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LAMB4,0,0,0,3,17,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LANCL3,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LARGE1,6,0,153,94,49,158,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 1",non-essential,non-essential,No,NA,No,NA,NA,NA,No
LARS1,1,4,11,59,63,26,Infantile liver failure syndrome 1,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LATS2,0,0,0,4,13,2,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LAX1,0,0,0,1,2,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LAYN,0,0,0,0,3,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LBX1,0,0,0,0,1,2,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LBX2,0,0,0,1,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LCA5,11,3,122,28,12,86,Leber congenital amaurosis 5,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LCE1C,0,0,0,0,2,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LCE3A,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LCE3C,0,0,0,0,3,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LCT,2,3,87,13,13,33,Congenital lactase deficiency,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LCTL,0,0,0,0,3,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LDB3,3,2,273,157,68,254,Dilated cardiomyopathy 1C,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LDLRAD2,0,0,3,0,0,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LGALS13,0,0,0,1,0,2,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LGALS9B,0,0,0,0,1,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LGR6,0,0,0,1,5,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LGSN,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LHCGR,28,4,44,16,11,62,"Leydig cell hypoplasia, type 1",non-essential,non-essential,No,NA,No,NA,NA,NA,No
LHFPL3,0,0,0,3,2,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LHX2,0,0,0,0,1,3,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LHX3,4,0,67,34,7,73,Non-acquired combined pituitary hormone deficiency with spine abnormalities,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LHX5,0,0,0,1,0,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LHX6,0,0,0,1,0,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LHX8,0,0,0,0,3,3,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LHX9,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LIFR-AS1,0,0,0,0,1,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LILRA6,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LIM2,3,0,34,4,0,28,"Cataract 19, multiple types",non-essential,non-essential,No,NA,No,NA,NA,NA,No
LIN28A,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LINC00630,0,0,0,0,5,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LINC01389,0,0,1,1,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LMLN,0,0,1,1,3,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LMOD3,3,0,58,39,18,37,Nemaline myopathy 10,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LMTK3,0,0,0,3,5,2,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LMX1A,2,0,1,0,2,2,"Deafness, autosomal dominant 7",non-essential,non-essential,No,NA,No,NA,NA,NA,No
LMX1B,22,6,102,28,72,90,Nail-patella syndrome,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LNPK,1,0,1,0,1,3,NEURODEVELOPMENTAL DISORDER WITH EPILEPSY AND HYPOPLASIA OF THE CORPUS CALLOSUM,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LNX1,0,0,1,0,0,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LNX2,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC100128028,0,0,1,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC100128079,0,0,1,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC100128979,0,0,3,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC100129175,0,0,1,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC100131635,0,0,7,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC100287036,0,0,0,2,1,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC100289580,0,0,4,0,6,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC100505549,1,1,0,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC100506071,0,0,1,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC100507346,0,0,2,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC100507443,1,0,2,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC100996325,0,0,1,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC101448202,0,0,5,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC101927055,0,0,1,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC101927157,0,0,0,2,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC101927318,0,0,1,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC101927583,0,0,0,1,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC101927751,0,0,1,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC101927870,0,0,3,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC101928008,0,1,5,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC101928174,0,0,2,1,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC101928222,0,0,0,1,1,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC101928335,0,0,1,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC101929089,0,0,2,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC101929227,0,0,1,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC102723566,1,0,0,1,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC102724058,2,5,20,4,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC105371046,0,1,3,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC105371049,2,3,4,4,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC105372273,0,0,3,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC105373021,0,0,1,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC105377785,0,0,1,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC105378311,0,0,0,1,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC105943586,0,0,1,1,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC106099062,2,1,2,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC106146150,0,0,0,1,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC106501713,0,0,3,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC106560211,0,0,0,1,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC106627981,1,1,7,1,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC106721785,0,0,1,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC106780800,2,0,0,0,1,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC106780803,0,0,1,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC106799834,1,0,0,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC106804612,2,0,4,5,1,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC106804613,1,0,0,3,1,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC107075317,0,0,1,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC107133510,2,2,3,2,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC107181288,0,0,1,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC107197952,0,0,1,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC107303338,1,1,3,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC107303340,0,1,0,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC107372315,0,0,1,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC107982234,0,0,2,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC107988032,0,0,0,1,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC108660406,0,0,1,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC108783645,0,0,0,1,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC108903148,0,0,1,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC109461484,0,0,1,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC109504725,0,0,1,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC110006319,0,1,2,2,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC110121269,0,0,1,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC110121288,0,0,1,3,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC110121471,1,0,0,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC110673972,0,0,1,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC110806306,3,0,0,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC111188154,0,0,1,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC111255645,0,0,1,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC111365204,3,0,0,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC111429614,0,0,1,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC111674472,0,0,3,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC111674475,0,0,1,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC111674477,0,0,1,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC111721705,0,0,1,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC112449713,0,1,0,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC112533672,1,0,0,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC112577486,0,0,0,0,1,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC112694756,0,0,2,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC113839516,0,0,1,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC114827827,0,0,0,1,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC114827851,0,0,1,1,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC114841037-GUCA1A,2,2,39,10,4,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC115308161,0,0,3,2,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOC389641,0,0,1,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LORICRIN,0,0,0,4,2,31,"Vohwinkel syndrome, variant form",non-essential,non-essential,No,NA,No,NA,NA,NA,No
LOXHD1,20,15,332,182,15,56,"Deafness, autosomal recessive 77",non-essential,non-essential,No,NA,No,NA,NA,NA,No
LPAR1,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LPAR2,0,0,0,0,5,2,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LPAR3,0,0,0,0,3,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LPAR4,0,0,0,1,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LPAR6,5,1,1,2,1,25,Hypotrichosis 8,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LRFN2,0,0,0,0,1,3,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LRFN5,0,0,2,2,0,2,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LRGUK,0,0,0,1,0,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LRIT3,3,0,63,20,17,37,"Congenital stationary night blindness, type 1F",non-essential,non-essential,No,NA,No,NA,NA,NA,No
LRMDA,2,1,2,1,7,42,"Albinism, oculocutaneous, type VII",non-essential,non-essential,No,NA,No,NA,NA,NA,No
LRP1B,0,0,4,16,26,12,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LRP3,0,0,0,0,2,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LRP4-AS1,0,0,2,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LRRC10,0,0,19,14,7,14,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LRRC14B,0,0,1,0,0,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LRRC2,0,0,0,0,4,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LRRC34,0,0,1,0,0,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LRRC37A,0,0,0,0,1,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LRRC37A2,0,0,1,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LRRC37A3,0,0,0,0,5,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LRRC4,0,0,1,1,2,3,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LRRC52,0,0,0,0,2,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LRRC56,4,7,0,0,0,8,"CILIARY DYSKINESIA, PRIMARY, 39",non-essential,non-essential,No,NA,No,NA,NA,NA,No
LRRC74A,0,0,0,0,3,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LRRC74B,0,0,0,0,1,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LRRC75A,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LRRCC1,0,1,0,1,4,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LRRIQ3,0,0,0,3,3,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LRRK1,1,0,1,8,11,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LRTM1,0,0,0,0,4,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LRTOMT,5,1,87,19,3,37,"Deafness, autosomal recessive 63",non-essential,non-essential,No,NA,No,NA,NA,NA,No
LTB4R,0,0,0,0,2,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LTB4R2,0,0,0,0,2,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LTC4S,0,0,1,1,1,8,Leukotriene c4 synthase deficiency,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LTK,0,0,2,1,2,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LTN1,0,0,0,2,2,2,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LTO1,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LURAP1,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LURAP1L,0,1,0,0,0,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LURAP1L-AS1,0,0,1,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LUZP4,0,0,1,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LVRN,0,0,0,0,3,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LY6G6F,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
LYNX1-SLURP2,0,0,0,0,1,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
M1AP,1,0,4,0,0,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MAB21L2,1,4,2,4,0,29,Microphthalmia/coloboma and skeletal dysplasia syndrome,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MACROD2,0,0,0,3,1,4,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MAF,11,7,5,6,3,49,"Cataract 21, multiple types",non-essential,non-essential,No,NA,No,NA,NA,NA,No
MAFA,0,1,0,0,0,3,Islet cell adenomatosis,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MAFB,8,3,53,5,14,31,Multicentric carpo-tarsal osteolysis with or without nephropathy,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MAG,2,0,25,28,10,23,"Spastic paraplegia 75, autosomal recessive",non-essential,non-essential,No,NA,No,NA,NA,NA,No
MAGEA6,0,0,0,1,3,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MAGEB1,0,0,0,1,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MAGEB16,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MAGEB3,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MAGEC3,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MAGEE1,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MAGEE2,0,0,0,0,2,2,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MAGI2,0,0,48,15,14,53,Nephrotic syndrome type 15,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MAK,6,4,53,3,6,48,Retinitis pigmentosa 62,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MALRD1,0,0,0,1,8,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MAMLD1,4,0,1,0,11,32,"Hypospadias 2, X-linked",non-essential,non-essential,No,NA,No,NA,NA,NA,No
MAMSTR,0,0,1,0,0,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MAP10,0,0,0,0,2,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MAP11,1,0,0,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MAP3K10,0,0,0,1,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MAP3K12,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MAP3K13,0,0,0,0,1,2,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MAP3K15,0,0,0,2,1,3,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MAP3K20,2,0,1,3,5,11,Split-foot malformation with mesoaxial polydactyly,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MAP3K20-AS1,0,0,1,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MAP3K21,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MAP6,0,0,0,1,2,2,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MAPK10,0,0,25,24,11,27,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MARCHF10,0,0,0,2,0,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MARCHF4,0,0,1,1,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MAS1,0,0,0,1,0,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MAST1,1,2,3,0,1,5,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MBD6,0,0,0,2,6,4,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MBOAT4,0,0,0,1,3,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MC2R,14,2,67,15,25,20,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MC3R,0,0,0,2,0,19,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MC4R,20,7,52,6,4,51,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MC5R,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MCEMP1,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MCHR1,0,0,0,0,1,3,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MCHR2,0,0,0,1,2,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MCMDC2,0,0,0,0,4,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MCOLN2,0,0,0,0,6,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MCPH1-AS1,0,0,1,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MCUB,0,0,2,0,0,2,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MDFIC,0,0,0,3,0,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MEAK7,0,0,0,2,10,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MECOM,3,1,4,8,7,25,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MEF2C-AS2,0,0,1,0,0,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MEFV,8,6,345,78,26,148,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MEGF10,9,7,280,102,32,51,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MEI1,1,1,0,2,6,3,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MEIKIN,0,0,0,1,1,0,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MEIOB,1,0,0,0,4,7,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MEIS3,0,0,0,1,2,1,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
MEOX1,2,0,2,9,5,30,NA,non-essential,non-essential,No,NA,No,NA,NA,NA,No
