Unnamed: 0,GeneSymbol,#AlleleID,GeneID,HGNC_ID,PhenotypeIDS,PhenotypeList,Origin,OriginSimple,Assembly,ChromosomeAccession,Chromosome,Cytogenetic,TestedInGTR,SCVsForAggregateSomaticClinicalImpact,Entry,Protein names,Gene Names,Length,Ensembl,Subcellular location [CC],Synonyms,secreted,cytoplasmic,nuclear,class,Benign,Benign; association,Conflicting classifications of pathogenicity,Conflicting classifications of pathogenicity; association,Likely benign,Likely benign; association,Likely pathogenic,Likely pathogenic; Affects,Likely pathogenic; association,Pathogenic,Pathogenic/Likely pathogenic; association,Uncertain significance,Uncertain significance; Affects,Mislocalized,Mislocalization phenotype,is_Toxic_Gene,Disease,B_cell,T_cell,HAP1,Known_complex,ComplexName,GFP_tagged,GFP_score,meltPoint,Stable,Secreted,tagged_terminus,Main location,Additional location,location_feasible
2886,RDH12,17085,145226,HGNC:19977,"MONDO:MONDO:0012990,MedGen:C2675186,OMIM:612712|Human Phenotype Ontology:HP:0000556,Human Phenotype Ontology:HP:0007736,Human Phenotype Ontology:HP:0007910,Human Phenotype Ontology:HP:0007974,Human Phenotype Ontology:HP:0007982,MONDO:MONDO:0019118,MeSH:D058499,MedGen:C0854723,Orphanet:71862|MedGen:C3661900",Leber congenital amaurosis 13|Retinal dystrophy|not provided,germline;inherited;unknown,germline,GRCh38,NC_000014.9,14,14q24.1,N,-,Q96NR8,Retinol dehydrogenase 12 (EC 1.1.1.300) (All-trans and 9-cis retinol dehydrogenase) (Short chain dehydrogenase/reductase family 7C member 2),RDH12 SDR7C2,316.0,ENST00000267502.3;ENST00000551171.6;,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:15865448}.,SDR7C2,no,yes,no,cytoplasmic,0,0,13,0,2,0,36,0,0,10,0,151,0,0.0,,False,Retinitis pigmentosa,non-essential,Non-essential,non-essential,No,,Yes,3.01,,,No,,,,False
2887,RDH5,23042,5959,HGNC:9940,"MedGen:C4016746|MedGen:C3661900|Human Phenotype Ontology:HP:0030642,MONDO:MONDO:0007639,MedGen:C0311338,OMIM:136880,Orphanet:227796,Orphanet:52427|Human Phenotype Ontology:HP:0007642,Human Phenotype Ontology:HP:0007684,Human Phenotype Ontology:HP:0007861,Human Phenotype Ontology:HP:0007953,MONDO:MONDO:0016293,MedGen:C0339535,OMIM:PS310500,Orphanet:215|||Human Phenotype Ontology:HP:0000556,Human Phenotype Ontology:HP:0007736,Human Phenotype Ontology:HP:0007910,Human Phenotype Ontology:HP:0007974,Human Phenotype Ontology:HP:0007982,MONDO:MONDO:0019118,MeSH:D058499,MedGen:C0854723,Orphanet:71862|MONDO:MONDO:0018877,MedGen:C1405854,Orphanet:52427","Fundus albipunctatus, autosomal recessive|not provided|Pigmentary retinal dystrophy|Congenital stationary night blindness|See cases|RDH5-related disorder|Retinal dystrophy|Retinitis punctata albescens",germline;inherited;unknown,germline,GRCh38,NC_000012.12,12,12q13.2,N,-,Q92781,Retinol dehydrogenase 5 (EC 1.1.1.209) (EC 1.1.1.315) (EC 1.1.1.53) (11-cis retinol dehydrogenase) (11-cis RDH) (11-cis RoDH) (9-cis retinol dehydrogenase) (9cRDH) (Short chain dehydrogenase/reductase family 9C member 5),RDH5 HSD17B9 RDH1 SDR9C5,318.0,ENST00000257895.10;ENST00000548082.1;,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:11675386}; Multi-pass membrane protein {ECO:0000255}; Lumenal side {ECO:0000269|PubMed:11675386}.,HSD17B9 RDH1 SDR9C5,no,yes,no,cytoplasmic,0,0,6,0,6,0,8,0,0,5,0,123,0,,,False,,non-essential,Non-essential,non-essential,No,,Yes,3.02,,,No,,Vesicles,,False
2888,RDX,53804,5962,HGNC:9944,MedGen:CN169374|MedGen:C3661900,not specified|not provided,germline,germline,GRCh38,NC_000011.10,11,11q22.3,N,-,P35241,Radixin,RDX,583.0,ENST00000528498.5 [P35241-5];ENST00000528900.5 [P35241-2];ENST00000530301.5 [P35241-3];ENST00000530749.5 [P35241-5];ENST00000544551.5 [P35241-4];ENST00000645495.2 [P35241-1];ENST00000647231.1 [P35241-5];,"SUBCELLULAR LOCATION: Cell membrane; Peripheral membrane protein; Cytoplasmic side. Cytoplasm, cytoskeleton. Cleavage furrow. Cell projection, microvillus {ECO:0000250|UniProtKB:P26043}. Cell projection, stereocilium {ECO:0000250|UniProtKB:P26043}. Note=Enriched at the stereocilium base with very low levels in the shaft of stereociliary bundles (By similarity). Highly concentrated in the undercoat of the cell-to-cell adherens junction and the cleavage furrow in the interphase and mitotic phase, respectively. {ECO:0000250|UniProtKB:P26043}.",,no,yes,no,cytoplasmic,0,0,4,0,3,0,0,0,0,0,0,80,0,,,False,Nonsyndromic hearing loss and deafness,non-essential,Non-essential,non-essential,No,,No,,59.64320006,yes,Yes,,Plasma membrane,Nucleoplasm,True
2890,REEP1,16901,65055,HGNC:25786,"MONDO:MONDO:0012453,MedGen:C1853247,OMIM:610250,Orphanet:101011|Human Phenotype Ontology:HP:0001258,Human Phenotype Ontology:HP:0007062,Human Phenotype Ontology:HP:0007124,Human Phenotype Ontology:HP:0007216,MedGen:C0037772|MedGen:C3661900|MONDO:MONDO:0019064,MedGen:C0037773,OMIM:PS303350,Orphanet:685|MeSH:D030342,MedGen:C0950123",Hereditary spastic paraplegia 31|Spastic paraplegia|not provided|Hereditary spastic paraplegia|Inborn genetic diseases,germline;unknown,germline,GRCh38,NC_000002.12,2,2p11.2,N,-,Q9H902,Receptor expression-enhancing protein 1 (Spastic paraplegia 31 protein),REEP1 C2orf23 SPG31,201.0,ENST00000165698.9 [Q9H902-1];ENST00000453231.6 [Q9H902-3];ENST00000535845.6 [Q9H902-2];ENST00000541910.6 [Q9H902-4];,SUBCELLULAR LOCATION: Membrane {ECO:0000255}. Mitochondrion membrane {ECO:0000269|PubMed:16826527}; Multi-pass membrane protein {ECO:0000255}. Endoplasmic reticulum {ECO:0000269|PubMed:20200447}. Note=Localizes to endoplasmic reticulum tubular network. {ECO:0000269|PubMed:20200447}.,C2orf23 SPG31,no,yes,no,cytoplasmic,1,0,7,0,2,0,9,0,0,2,0,109,0,1.0,ER>Foci,False,Distal hereditary motor neuronopathy,non-essential,Non-essential,non-essential,No,,No,,59.62568505,yes,No,,,,False
2891,REEP2,454575,51308,HGNC:17975,"MONDO:MONDO:0014282,MedGen:C5882669,OMIM:615625,Orphanet:401849",Hereditary spastic paraplegia 72,germline,germline,GRCh38,NC_000005.10,5,5q31.2,N,-,Q9BRK0,Receptor expression-enhancing protein 2,REEP2 C5orf19 SGC32445,252.0,ENST00000254901.9 [Q9BRK0-1];ENST00000378339.7 [Q9BRK0-2];,SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.,C5orf19 SGC32445,no,yes,no,cytoplasmic,0,0,1,0,0,0,0,0,0,1,0,50,0,,,False,,non-essential,Non-essential,non-essential,No,,No,,55.84765898,yes,No,C,Endoplasmic reticulum,,True
2892,REEP6,361897,92840,HGNC:30078,"MONDO:MONDO:0015013,MedGen:C4310626,OMIM:617304|MedGen:C3661900",Retinitis pigmentosa 77|not provided,germline,germline,GRCh38,NC_000019.10,19,19p13.3,N,-,Q96HR9,Receptor expression-enhancing protein 6 (Polyposis locus protein 1-like 1),REEP6 C19orf32 DP1L1,211.0,ENST00000233596.8 [Q96HR9-2];ENST00000395479.10 [Q96HR9-1];,"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:24098485, ECO:0000269|PubMed:27889058}; Multi-pass membrane protein {ECO:0000255}. Cytoplasmic vesicle, clathrin-coated vesicle membrane {ECO:0000250|UniProtKB:Q9JM62}; Multi-pass membrane protein {ECO:0000255}.",C19orf32 DP1L1,no,yes,no,cytoplasmic,3,0,5,0,2,0,1,0,0,1,0,103,0,,,False,,non-essential,Non-essential,non-essential,No,,No,,55.66478751,yes,No,N,Endoplasmic reticulum,Acrosome,True
2894,RELA,204618,5970,HGNC:9955,"MONDO:MONDO:0957430,MedGen:C0036346,Orphanet:641496",Childhood-onset schizophrenia,de novo,germline,GRCh38,NC_000011.10,11,11q13.1,N,-,Q04206,Transcription factor p65 (Nuclear factor NF-kappa-B p65 subunit) (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 3),RELA NFKB3,551.0,ENST00000308639.13 [Q04206-4];ENST00000406246.8 [Q04206-1];,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:1493333, ECO:0000269|PubMed:15799966, ECO:0000269|PubMed:19058135, ECO:0000269|PubMed:20547752, ECO:0000269|PubMed:25355951}. Cytoplasm {ECO:0000269|PubMed:1493333, ECO:0000269|PubMed:19058135, ECO:0000269|PubMed:20547752, ECO:0000269|PubMed:24807716, ECO:0000269|PubMed:27736973}. Note=Nuclear, but also found in the cytoplasm in an inactive form complexed to an inhibitor (I-kappa-B) (PubMed:1493333). Colocalized with DDX1 in the nucleus upon TNF-alpha induction (PubMed:19058135). Colocalizes with GFI1 in the nucleus after LPS stimulation (PubMed:20547752). Translocation to the nucleus is impaired in L.monocytogenes infection (PubMed:20855622). {ECO:0000269|PubMed:1493333, ECO:0000269|PubMed:19058135, ECO:0000269|PubMed:20547752, ECO:0000269|PubMed:20855622}.",NFKB3,no,yes,yes,cytoplasmic,0,0,2,0,4,0,1,0,0,0,0,170,0,,,False,,non-essential,Essential,non-essential,Yes,"TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)",Yes,3.39,49.84898069,no,No,N,Cytosol,,True
2896,RELT,682210,84957,HGNC:13764,"MONDO:MONDO:0032717,MedGen:C5193069,OMIM:618386|MedGen:C3661900","Amelogenesis imperfecta, type 3C|not provided",germline,germline,GRCh38,NC_000011.10,11,11q13.4,N,-,Q969Z4,Tumor necrosis factor receptor superfamily member 19L (Receptor expressed in lymphoid tissues),RELT TNFRSF19L,430.0,ENST00000064780.7;ENST00000393580.2;,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:16389068}; Single-pass type I membrane protein {ECO:0000269|PubMed:16389068}. Cytoplasm {ECO:0000269|PubMed:16389068}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:22052202}.",TNFRSF19L,no,yes,yes,cytoplasmic,0,0,1,0,4,0,2,0,0,0,0,39,0,,,False,,non-essential,Non-essential,non-essential,No,,No,,,,No,,Cytosol,Nucleoli;Nucleoplasm,True
2897,REN,79978,5972,HGNC:9958,"MONDO:MONDO:0009970,MedGen:C5681536,OMIM:267430,Orphanet:97369;MONDO:MONDO:0013128,MedGen:C2751310,OMIM:613092,Orphanet:217330",Renal tubular dysgenesis of genetic origin;Familial juvenile hyperuricemic nephropathy type 2,germline,germline,GRCh38,NC_000001.11,1,1q32.1,N,-,P00797,Renin (EC 3.4.23.15) (Angiotensinogenase),REN,406.0,ENST00000272190.9 [P00797-1];,SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:12045255}. Membrane {ECO:0000269|PubMed:12045255}. Note=Associated to membranes via binding to ATP6AP2. {ECO:0000269|PubMed:12045255}.,,yes,no,no,secreted,1,0,8,0,2,0,2,0,0,0,0,95,0,0.0,,False,,non-essential,Non-essential,non-essential,No,,No,,,,Yes,,,,False
2901,RETREG1,34107,54463,HGNC:25964,"MONDO:MONDO:0013142,MedGen:C2751092,OMIM:613115,Orphanet:970|MedGen:CN169374|MedGen:C3661900|MONDO:MONDO:0024309,MedGen:C2752089,OMIM:201300,Orphanet:970;MONDO:MONDO:0013142,MedGen:C2751092,OMIM:613115,Orphanet:970","Neuropathy, hereditary sensory and autonomic, type 2B|not specified|not provided|Neuropathy, hereditary sensory and autonomic, type 2A;Neuropathy, hereditary sensory and autonomic, type 2B",germline;unknown,germline,GRCh38,NC_000005.10,5,5p15.1,N,-,Q9H6L5,Reticulophagy regulator 1 (Reticulophagy receptor 1),RETREG1 FAM134B JK1,497.0,ENST00000306320.10 [Q9H6L5-1];ENST00000399793.6 [Q9H6L5-2];,"SUBCELLULAR LOCATION: Golgi apparatus, cis-Golgi network membrane {ECO:0000250|UniProtKB:Q8VE91}; Multi-pass membrane protein {ECO:0000255}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:26040720}; Multi-pass membrane protein {ECO:0000255}.; SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:35239449}; Multi-pass membrane protein {ECO:0000255}. Note=(Microbial infection) Following SARS-CoV-2 infection, colocalizes with SARS-CoV-2 ORF3A protein at the endoplasmic reticulum. {ECO:0000269|PubMed:35239449}.",FAM134B JK1,no,yes,no,cytoplasmic,1,0,5,0,3,0,0,0,0,0,0,215,0,,,False,Hereditary sensory and autonomic neuropathy type II,non-essential,Non-essential,non-essential,No,,No,,,,No,,Endoplasmic reticulum,,True
2903,RFT1,15824,91869,HGNC:30220,"MONDO:MONDO:0012783,MedGen:C2677590,OMIM:612015,Orphanet:244310|MedGen:C3661900",RFT1-congenital disorder of glycosylation|not provided,germline,germline,GRCh38,NC_000003.12,3,3p21.1,N,-,Q96AA3,Man(5)GlcNAc(2)-PP-dolichol translocation protein RFT1 (Protein RFT1 homolog),RFT1,541.0,ENST00000296292.8;,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:P38206}; Multi-pass membrane protein {ECO:0000255}.,,no,yes,no,SGE,1,0,9,0,8,0,4,0,0,2,0,168,0,,,False,Congenital disorder of glycosylation,Essential,Non-essential,Essential,No,,No,,58.84949681,yes,No,,Vesicles,,False
2907,RFXANK,21639,8625,HGNC:9987,"MONDO:MONDO:0008855,MedGen:C5447452,OMIM:PS209920,Orphanet:572|MedGen:C3661900|MONDO:MONDO:0971013,MedGen:C1859535,OMIM:620815",MHC class II deficiency|not provided|MHC class II deficiency 2,germline;unknown,germline,GRCh38,NC_000019.10,19,19p13.11,N,-,O14593,DNA-binding protein RFXANK (Ankyrin repeat family A protein 1) (Regulatory factor X subunit B) (RFX-B) (Regulatory factor X-associated ankyrin-containing protein),RFXANK ANKRA1 RFXB,260.0,ENST00000303088.9 [O14593-1];ENST00000407360.7 [O14593-1];ENST00000456252.7 [O14593-3];,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q9Z205}. Nucleus {ECO:0000250|UniProtKB:Q9Z205}.,ANKRA1 RFXB,no,yes,yes,cytoplasmic,1,0,5,0,4,0,2,0,0,0,0,95,0,1.0,"Cytoplasm, nucleus>Cytoplasm",False,,non-essential,Non-essential,non-essential,Yes,RFX5-RFXANK-RFXAP complex,No,,48.25484338,no,No,,Nucleoplasm,,True
2908,RFXAP,328021,5994,HGNC:9988,"MONDO:MONDO:0008855,MedGen:C5447452,OMIM:PS209920,Orphanet:572|MedGen:C3661900",MHC class II deficiency|not provided,germline,germline,GRCh38,NC_000013.11,13,13q13.3,N,-,O00287,Regulatory factor X-associated protein (RFX-associated protein) (RFX DNA-binding complex 36 kDa subunit),RFXAP,272.0,ENST00000255476.3;,SUBCELLULAR LOCATION: Nucleus.,,no,no,yes,nuclear,1,0,1,0,2,0,0,0,0,0,0,81,0,,,False,,non-essential,Non-essential,non-essential,Yes,RFX5-RFXANK-RFXAP complex,No,,54.09700637,yes,No,,Nuclear speckles,,True
2910,RGS9BP,102569,388531,HGNC:30304,MedGen:CN169374|MedGen:C3661900,not specified|not provided,germline;unknown,germline,GRCh38,NC_000019.10,19,19q13.11,N,-,Q6ZS82,Regulator of G-protein signaling 9-binding protein (RGS9-anchoring protein),RGS9BP R9AP,235.0,ENST00000334176.4;,SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Single-pass type IV membrane protein {ECO:0000250}.,R9AP,no,yes,no,SGE,2,0,1,0,2,0,0,0,0,0,0,80,0,,,False,,non-essential,Non-essential,Essential,No,,No,,,,No,,Plasma membrane,End piece;Mid piece;Nucleoli;Principal piece,False
2911,RHAG,28099,6005,HGNC:10006,"MedGen:C1849387,OMIM:268150|MONDO:MONDO:0008493,MedGen:C1861455,OMIM:185000,Orphanet:3203","Rh-null, regulator type|Overhydrated hereditary stomatocytosis",germline,germline,GRCh38,NC_000006.12,6,6p12.3,N,-,Q02094,Ammonium transporter Rh type A (Erythrocyte membrane glycoprotein Rh50) (Erythrocyte plasma membrane 50 kDa glycoprotein) (Rh50A) (Rhesus blood group family type A glycoprotein) (Rh family type A glycoprotein) (Rh type A glycoprotein) (Rhesus blood group-associated ammonia channel) (Rhesus blood group-associated glycoprotein) (CD antigen CD241),RHAG RH50,409.0,ENST00000371175.10 [Q02094-1];ENST00000646939.1 [Q02094-2];,"SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:15856280, ECO:0000269|PubMed:18931342, ECO:0000269|PubMed:22012326, ECO:0000269|PubMed:27247322}; Multi-pass membrane protein. Note=Localization at the plasma membrane is regulated by ANK1. {ECO:0000269|PubMed:27247322}.",RH50,no,yes,no,cytoplasmic,0,0,4,0,4,0,2,0,0,1,0,50,0,,,False,,non-essential,Non-essential,non-essential,No,,Yes,2.02,,,No,,Endoplasmic reticulum,,True
2913,RHO,28052,6010,HGNC:10012,"MONDO:MONDO:0013395,MedGen:C3151001,OMIM:613731,Orphanet:791|MedGen:C3661900|Human Phenotype Ontology:HP:0000556,Human Phenotype Ontology:HP:0007736,Human Phenotype Ontology:HP:0007910,Human Phenotype Ontology:HP:0007974,Human Phenotype Ontology:HP:0007982,MONDO:MONDO:0019118,MeSH:D058499,MedGen:C0854723,Orphanet:71862|Human Phenotype Ontology:HP:0030642,MONDO:MONDO:0007639,MedGen:C0311338,OMIM:136880,Orphanet:227796,Orphanet:52427;MONDO:MONDO:0013395,MedGen:C3151001,OMIM:613731,Orphanet:791;MONDO:MONDO:0012498,MedGen:C1864869,OMIM:610445,Orphanet:215|",Retinitis pigmentosa 4|not provided|Retinal dystrophy|Pigmentary retinal dystrophy;Retinitis pigmentosa 4;Congenital stationary night blindness autosomal dominant 1|RHO-related disorder,germline;unknown,germline,GRCh38,NC_000003.12,3,3q22.1,N,-,P08100,Rhodopsin (Opsin-2),RHO OPN2,348.0,ENST00000296271.4;,"SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:12566452, ECO:0000269|PubMed:19934218, ECO:0000269|PubMed:25664179, ECO:0000269|PubMed:26200343, ECO:0000269|PubMed:28753425}; Multi-pass membrane protein {ECO:0000269|PubMed:19934218, ECO:0000269|PubMed:26200343, ECO:0000269|PubMed:28753425}. Cell projection, cilium, photoreceptor outer segment {ECO:0000269|PubMed:25664179}. Note=Synthesized in the inner segment (IS) of rod photoreceptor cells before vectorial transport to disk membranes in the rod outer segment (OS) photosensory cilia. {ECO:0000269|PubMed:25664179}.",OPN2,no,yes,no,cytoplasmic,2,0,27,0,5,0,70,0,0,54,0,181,0,,,False,Retinitis pigmentosa,non-essential,Non-essential,non-essential,No,,No,,,,No,,,,False
2915,RHOH,562015,399,HGNC:686,"MONDO:MONDO:0017925,MedGen:C4749500,Orphanet:324294",T-cell immunodeficiency with epidermodysplasia verruciformis,germline,germline,GRCh38,NC_000004.12,4,4p14,N,-,Q15669,Rho-related GTP-binding protein RhoH (GTP-binding protein TTF) (Translocation three four protein),RHOH ARHH TTF,191.0,ENST00000381799.10;ENST00000503754.6;ENST00000503941.6;ENST00000503978.2;ENST00000505618.6;ENST00000507851.6;ENST00000508513.6;ENST00000511121.6;ENST00000511967.6;ENST00000513894.6;ENST00000515503.6;ENST00000515702.2;ENST00000515718.6;ENST00000614836.2;,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11809807, ECO:0000269|PubMed:19414807}. Cell membrane {ECO:0000250}; Lipid-anchor {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Note=Colocalizes together with ZAP70 in the immunological synapse. {ECO:0000250}.",ARHH TTF,no,yes,no,SGE,0,0,0,0,1,0,0,0,0,0,0,31,0,,,False,,non-essential,Essential,Essential,No,,Yes,2.07,44.40825064,no,No,,Golgi apparatus;Vesicles,,False
2924,RIPPLY2,1006989,134701,HGNC:21390,MedGen:C3661900|MedGen:CN169374,not provided|not specified,germline,germline,GRCh38,NC_000006.12,6,6q14.2,N,-,Q5TAB7,Protein ripply2,RIPPLY2 C6orf159,128.0,ENST00000369687.2 [Q5TAB7-2];ENST00000369689.6 [Q5TAB7-1];,SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q2WG80}.,C6orf159,no,no,yes,nuclear,0,0,0,0,1,0,0,0,0,0,0,34,0,,,False,,non-essential,Non-essential,non-essential,No,,No,,,,No,,,,False
2925,RIT1,75093,6016,HGNC:10023,"MONDO:MONDO:0014143,MedGen:C3809233,OMIM:615355,Orphanet:648|MedGen:C3661900|MONDO:MONDO:0018997,MeSH:D009634,MedGen:C0028326,OMIM:PS163950,Orphanet:648|MONDO:MONDO:0008104,MedGen:C4551602,OMIM:163950,Orphanet:648|MONDO:MONDO:0021060,MedGen:C5555857,Orphanet:536391|MONDO:MONDO:0020297,MedGen:C5681679,Orphanet:98733|MedGen:CN230736|",Noonan syndrome 8|not provided|Noonan syndrome|Noonan syndrome 1|RASopathy|Noonan syndrome and Noonan-related syndrome|Cardiovascular phenotype|RIT1-related disorder,de novo;germline;paternal;unknown,germline,GRCh38,NC_000001.11,1,1q22,N,-,Q92963,GTP-binding protein Rit1 (EC 3.6.5.2) (Ras-like protein expressed in many tissues) (Ras-like without CAAX protein 1),RIT1 RIBB RIT ROC1,219.0,ENST00000368322.7 [Q92963-3];ENST00000368323.8 [Q92963-1];ENST00000539040.6 [Q92963-2];,SUBCELLULAR LOCATION: Cell membrane.,RIBB RIT ROC1,no,yes,no,cytoplasmic,0,0,11,0,0,0,18,0,0,16,0,149,0,,,False,Rasopathy,non-essential,Non-essential,non-essential,No,,No,,52.20188758,yes,No,,,,False
2926,RLBP1,28136,6017,HGNC:10024,"Human Phenotype Ontology:HP:0030642,MONDO:MONDO:0007639,MedGen:C0311338,OMIM:136880,Orphanet:227796,Orphanet:52427|MONDO:MONDO:0018877,MedGen:C1405854,Orphanet:52427|Human Phenotype Ontology:HP:0000547,MONDO:MONDO:0019200,MeSH:D012174,MedGen:C0035334,OMIM:268000,OMIM:PS268000,Orphanet:791|MedGen:C0339526|MedGen:C3661900|MONDO:MONDO:0011838,MedGen:C1843816,OMIM:607475,Orphanet:85128;MONDO:MONDO:0011839,MedGen:C1843815,OMIM:607476;Human Phenotype Ontology:HP:0030642,MONDO:MONDO:0007639,MedGen:C0311338,OMIM:136880,Orphanet:227796,Orphanet:52427|MONDO:MONDO:0011838,MedGen:C1843816,OMIM:607475,Orphanet:85128",Pigmentary retinal dystrophy|Retinitis punctata albescens|Retinitis pigmentosa|Autosomal recessive retinitis pigmentosa|not provided|Bothnia retinal dystrophy;Newfoundland cone-rod dystrophy;Pigmentary retinal dystrophy|Bothnia retinal dystrophy,germline;unknown,germline,GRCh38,NC_000015.10,15,15q26.1,N,-,P12271,Retinaldehyde-binding protein 1 (Cellular retinaldehyde-binding protein),RLBP1 CRALBP,317.0,ENST00000268125.10;,SUBCELLULAR LOCATION: Cytoplasm.,CRALBP,no,yes,no,cytoplasmic,0,0,9,0,4,0,6,0,0,2,0,111,0,1.0,Cellular periphery>Cytoplasm,False,Retinitis pigmentosa,non-essential,Non-essential,non-essential,No,,Yes,5.67,,,No,,Cytosol,Centrosome;Nucleoplasm,True
2928,RMND1,48364,55005,HGNC:21176,"MONDO:MONDO:0044970,MeSH:D028361,MedGen:C0751651,Orphanet:68380|MONDO:MONDO:0013969,MedGen:C5190991,OMIM:614922,Orphanet:324535|MedGen:C3661900",Mitochondrial disease|Combined oxidative phosphorylation defect type 11|not provided,germline;unknown,germline,GRCh38,NC_000006.12,6,6q25.1,N,-,Q9NWS8,Required for meiotic nuclear division protein 1 homolog,RMND1 C6orf96,449.0,ENST00000444024.3 [Q9NWS8-1];ENST00000491268.2 [Q9NWS8-3];ENST00000683724.1 [Q9NWS8-1];ENST00000684301.1 [Q9NWS8-3];,"SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:23022098, ECO:0000269|PubMed:23022099, ECO:0000269|PubMed:25604853}. Note=May be localized in mitochondrial RNA granules (PubMed:25604853). {ECO:0000269|PubMed:25604853}.",C6orf96,no,yes,no,SGE,5,0,6,0,2,0,5,0,0,4,0,101,0,,,False,Combined oxidative phosphorylation deficiency,non-essential,Non-essential,Essential,No,,No,,50.30674842,no,No,,Mitochondria,,False
2929,RNASEH1,359102,246243,HGNC:18466,"MONDO:MONDO:0014656,MedGen:C4225312,OMIM:616479,Orphanet:329336|MedGen:C3661900|MeSH:D030342,MedGen:C0950123","Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 2|not provided|Inborn genetic diseases",germline,germline,GRCh38,NC_000002.12,2,2p25.3,N,-,O60930,Ribonuclease H1 (RNase H1) (EC 3.1.26.4) (Ribonuclease H type II),RNASEH1 RNH1,286.0,ENST00000315212.4;,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.,RNH1,no,yes,no,cytoplasmic,0,0,2,0,5,0,1,0,0,1,0,59,0,,,False,,non-essential,Non-essential,non-essential,No,,No,,45.41443026,no,No,,Cytosol;Nucleoplasm,,True
